site_nr,plot_nr,date,site_cat,plot_rep,avg_height,sp_common,sp_latin,sp_comments,sp_group
14,40,16/8/22,3N,1,1.9,red-stemmed feathermoss,Pleurozium schreberi,,moss
14,41,16/8/22,3N,2,3.8,blueberry,Vaccinium myrtillus,,shrub
14,41,16/8/22,3N,2,3.8,reindeer lichen ,Cladonia rangiferina,,lichen
14,41,16/8/22,3N,2,3.8,alpine rush,Juncus alpinoarticulatus ssp. alpestris,see photos,grass
14,41,16/8/22,3N,2,3.8,lesser sulphur cup lichen,Cladonia deformis,,lichen
14,41,16/8/22,3N,2,3.8,common haircap moss,Polytrichum commune,,moss
14,41,16/8/22,3N,2,3.8,arctic haircap moss,Polytrichum hyperboreum,,moss
14,41,16/8/22,3N,2,3.8,bog bilberry,Vaccinium uliginosum,,shrub
14,41,16/8/22,3N,2,3.8,lingonberry,Vaccinium vitis-idaea,,shrub
14,41,16/8/22,3N,2,3.8,broom forkmoss,Dicranum scoparium,,moss
14,41,16/8/22,3N,2,3.8,,Tritomaria quinquedentata,,moss
14,41,16/8/22,3N,2,3.8,snow lichen,Stereocaulon sp.,,lichen
14,41,16/8/22,3N,2,3.8,Bigelow's sedge,Carex bigelowii,,grass
14,41,16/8/22,3N,2,3.8,wavy hair-grass,Deschampsia flexuosa,,grass
14,41,16/8/22,3N,2,3.8,dwarf birch,Betula nana,,shrub
14,42,16/8/22,3N,3,4.4,dwarf birch,Betula nana,,shrub
14,42,16/8/22,3N,3,4.4,snow lichen,Stereocaulon sp.,,lichen
14,42,16/8/22,3N,3,4.4,lingonberry,Vaccinium vitis-idaea,,shrub
14,42,16/8/22,3N,3,4.4,blueberry,Vaccinium myrtillus,,shrub
14,42,16/8/22,3N,3,4.4,arctic kidney lichen,Nephroma arcticum,,lichen
14,42,16/8/22,3N,3,4.4,common haircap moss,Polytrichum commune,,moss
14,42,16/8/22,3N,3,4.4,arctic haircap moss,Polytrichum hyperboreum,,moss
14,42,16/8/22,3N,3,4.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
14,42,16/8/22,3N,3,4.4,goldenrod,Solidago virgaurea ssp. lapponica,,herb
14,42,16/8/22,3N,3,4.4,wavy hair-grass,Deschampsia flexuosa,,grass
14,42,16/8/22,3N,3,4.4,Bigelow's sedge,Carex bigelowii,,grass
14,42,16/8/22,3N,3,4.4,reindeer lichen ,Cladonia rangiferina,,lichen
14,42,16/8/22,3N,3,4.4,broom forkmoss,Dicranum scoparium,,moss
14,42,16/8/22,3N,3,4.4,,Tritomaria quinquedentata,,moss
14,42,16/8/22,3N,3,4.4,bog bilberry,Vaccinium uliginosum,,shrub
14,42,16/8/22,3N,3,4.4,lesser sulphur cup lichen,Cladonia deformis,"no trumpets, just tall pointy shoots",lichen
14,42,16/8/22,3N,3,4.4,alpine kidney lichen,Nephroma expallidum,"brown on top, white under ",lichen
14,42,16/8/22,3N,3,4.4,arctic starflower ,Lysimachia europaea,,herb
15,43,16/8/22,1N,1,3.4,blueberry,Vaccinium myrtillus,,shrub
15,43,16/8/22,1N,1,3.4,dwarf birch,Betula nana,,shrub
15,43,16/8/22,1N,1,3.4,wavy hair-grass,Deschampsia flexuosa,,grass
15,43,16/8/22,1N,1,3.4,tussock grass,Deschampsia cespitosa,,grass
15,43,16/8/22,1N,1,3.4,highland rush,Juncus trifidus,,grass
15,43,16/8/22,1N,1,3.4,Bigelow's sedge,Carex bigelowii,,grass
15,43,16/8/22,1N,1,3.4,reindeer lichen ,Cladonia rangiferina,,lichen
15,43,16/8/22,1N,1,3.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
15,43,16/8/22,1N,1,3.4,broom forkmoss,Dicranum scoparium,,moss
15,43,16/8/22,1N,1,3.4,,Tritomaria quinquedentata,,moss
15,43,16/8/22,1N,1,3.4,pebbled cup lichen,Cladonia pyxidata,,lichen
15,43,16/8/22,1N,1,3.4,snow lichen,Stereocaulon sp.,,lichen
15,43,16/8/22,1N,1,3.4,common haircap moss,Polytrichum commune,,moss
15,43,16/8/22,1N,1,3.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
15,43,16/8/22,1N,1,3.4,alpine kidney lichen,Nephroma expallidum,,lichen
15,44,16/8/22,1N,2,5.6,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
15,44,16/8/22,1N,2,5.6,dwarf birch,Betula nana,,shrub
15,44,16/8/22,1N,2,5.6,blueberry,Vaccinium myrtillus,,shrub
15,44,16/8/22,1N,2,5.6,goldenrod,Solidago virgaurea ssp. lapponica,,herb
15,44,16/8/22,1N,2,5.6,lingonberry,Vaccinium vitis-idaea,,shrub
15,44,16/8/22,1N,2,5.6,purple mountain heather,Phyllodoce caerulea,,shrub
15,44,16/8/22,1N,2,5.6,toy soldiers cup lichen,Cladonia bellidiflora ,,lichen
15,44,16/8/22,1N,2,5.6,reindeer lichen ,Cladonia rangiferina,,lichen
15,44,16/8/22,1N,2,5.6,Bigelow's sedge,Carex bigelowii,,grass
15,44,16/8/22,1N,2,5.6,common haircap moss,Polytrichum commune,,moss
15,44,16/8/22,1N,2,5.6,wavy hair-grass,Deschampsia flexuosa,,grass
15,44,16/8/22,1N,2,5.6,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
15,44,16/8/22,1N,2,5.6,lesser sulphur cup lichen,Cladonia deformis,,lichen
15,44,16/8/22,1N,2,5.6,finger cup lichen,Cladonia digitata,,lichen
15,44,16/8/22,1N,2,5.6,broom forkmoss,Dicranum scoparium,but shorter ,moss
15,44,16/8/22,1N,2,5.6,,Tritomaria quinquedentata,,moss
15,44,16/8/22,1N,2,5.6,arctic haircap moss,Polytrichum hyperboreum,,moss
15,44,16/8/22,1N,2,5.6,arctic starflower,Lysimachia europaea,,herb
15,44,16/8/22,1N,2,5.6,pebbled cup lichen,Cladonia pyxidata,,lichen
15,45,16/8/22,1N,3,1.6,Bigelow's sedge,Carex bigelowii,,grass
15,45,16/8/22,1N,3,1.6,bog bilberry,Vaccinium uliginosum,,shrub
15,45,16/8/22,1N,3,1.6,dwarf birch,Betula nana,,shrub
15,45,16/8/22,1N,3,1.6,blueberry,Vaccinium myrtillus,,shrub
15,45,16/8/22,1N,3,1.6,lingonberry,Vaccinium vitis-idaea,,shrub
15,45,16/8/22,1N,3,1.6,purple mountain heather,Phyllodoce caerulea,,shrub
15,45,16/8/22,1N,3,1.6,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
15,45,16/8/22,1N,3,1.6,reindeer lichen ,Cladonia rangiferina,,lichen
15,45,16/8/22,1N,3,1.6,highland rush,Juncus trifidus,,grass
15,45,16/8/22,1N,3,1.6,finger cup lichen,Cladonia digitata,,lichen
15,45,16/8/22,1N,3,1.6,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
15,45,16/8/22,1N,3,1.6,pebbled cup lichen,Cladonia pyxidata,,lichen
15,45,16/8/22,1N,3,1.6,alpine foam lichen,Stereocaulon alpinum,"or one without a stem, more crust+like",lichen
15,45,16/8/22,1N,3,1.6,arctic haircap moss,Polytrichum hyperboreum,,moss
15,45,16/8/22,1N,3,1.6,broom forkmoss,Dicranum scoparium,,moss
15,45,16/8/22,1N,3,1.6,,Tritomaria quinquedentata,,moss
15,45,16/8/22,1N,3,1.6,stiff clubmoss,Lycopodium annotinum,,herb
15,45,16/8/22,1N,3,1.6,northern firmoss ,Huperzia selago ssp. arctica,common name is a bit different because the subspecies doesn't have one,herb
16,46,16/8/22,5N,1,3.4,dwarf birch,Betula nana,,shrub
16,46,16/8/22,5N,1,3.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
16,46,16/8/22,5N,1,3.4,reindeer lichen ,Cladonia rangiferina,,lichen
16,46,16/8/22,5N,1,3.4,snow lichen,Stereocaulon sp.,,lichen
16,46,16/8/22,5N,1,3.4,Bigelow's sedge,Carex bigelowii,,grass
16,46,16/8/22,5N,1,3.4,wavy hair-grass,Deschampsia flexuosa,,grass
16,46,16/8/22,5N,1,3.4,tussock grass,Deschampsia cespitosa,,grass
16,46,16/8/22,5N,1,3.4,blueberry,Vaccinium myrtillus,,shrub
16,46,16/8/22,5N,1,3.4,purple mountain heather,Phyllodoce caerulea,,shrub
16,46,16/8/22,5N,1,3.4,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
16,46,16/8/22,5N,1,3.4,lingonberry,Vaccinium vitis-idaea,,shrub
16,46,16/8/22,5N,1,3.4,bog bilberry,Vaccinium uliginosum,,shrub
16,46,16/8/22,5N,1,3.4,common haircap moss,Polytrichum commune,,moss
16,46,16/8/22,5N,1,3.4,alpine kidney lichen,Nephroma expallidum,,lichen
16,46,16/8/22,5N,1,3.4,broom forkmoss,Dicranum scoparium,short and long,moss
16,46,16/8/22,5N,1,3.4,,Tritomaria quinquedentata,some 1-branched ,moss
16,46,16/8/22,5N,1,3.4,arctic starflower,Lysimachia europaea,,herb
16,46,16/8/22,5N,1,3.4,pebbled cup lichen,Cladonia pyxidata,or very large C. bellidiflora ,lichen
16,46,16/8/22,5N,1,3.4,goldenrod,Solidago virgaurea ssp. lapponica,,herb
16,46,16/8/22,5N,1,3.4,toy soldiers cup lichen,Cladonia bellidiflora ,,lichen
16,47,16/8/22,5N,2,3.7,blueberry,Vaccinium myrtillus,,shrub
16,47,16/8/22,5N,2,3.7,Bigelow's sedge,Carex bigelowii,,grass
16,47,16/8/22,5N,2,3.7,tussock grass,Deschampsia cespitosa,,grass
16,47,16/8/22,5N,2,3.7,broom forkmoss,Dicranum scoparium,see photo for spores/ shoots ,moss
16,47,16/8/22,5N,2,3.7,,Barbilophozia kunzeana,small one,moss
16,47,16/8/22,5N,2,3.7,,Tritomaria quinquedentata,"larger one with 1 branch (not this sp, maybe Madothera platyphylla?)",moss
16,47,16/8/22,5N,2,3.7,dwarf birch,Betula nana,,shrub
16,47,16/8/22,5N,2,3.7,reindeer lichen ,Cladonia rangiferina,,lichen
16,47,16/8/22,5N,2,3.7,finger cup lichen,Cladonia digitata,,lichen
16,47,16/8/22,5N,2,3.7,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
16,47,16/8/22,5N,2,3.7,snow lichen,Stereocaulon sp.,,lichen
16,47,16/8/22,5N,2,3.7,arctic haircap moss,Polytrichum hyperboreum,,moss
16,47,16/8/22,5N,2,3.7,common haircap moss,Polytrichum commune,,moss
16,47,16/8/22,5N,2,3.7,arctic kidney lichen,Nephroma arcticum,,lichen
16,47,16/8/22,5N,2,3.7,lingonberry,Vaccinium vitis-idaea,,shrub
16,47,16/8/22,5N,2,3.7,wavy hair-grass,Deschampsia flexuosa,,grass
16,48,16/8/22,5N,3,5.8,arctic starflower,Lysimachia europaea,,herb
16,48,16/8/22,5N,3,5.8,dwarf birch,Betula nana,,shrub
16,48,16/8/22,5N,3,5.8,purple mountain heather,Phyllodoce caerulea,,shrub
16,48,16/8/22,5N,3,5.8,Bigelow's sedge,Carex bigelowii,,grass
16,48,16/8/22,5N,3,5.8,wavy hair-grass,Deschampsia flexuosa,,grass
16,48,16/8/22,5N,3,5.8,blueberry,Vaccinium myrtillus,,shrub
16,48,16/8/22,5N,3,5.8,lingonberry,Vaccinium vitis-idaea,,shrub
16,48,16/8/22,5N,3,5.8,hawkweed,Pilocella sp. ,,herb
16,48,16/8/22,5N,3,5.8,common haircap moss,Polytrichum commune,,moss
16,48,16/8/22,5N,3,5.8,reindeer lichen ,Cladonia rangiferina,,lichen
16,48,16/8/22,5N,3,5.8,finger cup lichen,Cladonia digitata,,lichen
16,48,16/8/22,5N,3,5.8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
16,48,16/8/22,5N,3,5.8,ciliated fringewort,Ptilidium ciliare,"branched liverwort from before, like Madothera/Porella platyphylla but not that",moss
16,48,16/8/22,5N,3,5.8,goldenrod,Solidago virgaurea ssp. lapponica,,herb
16,48,16/8/22,5N,3,5.8,broom forkmoss,Dicranum scoparium,,moss
16,48,16/8/22,5N,3,5.8,,Tritomaria quinquedentata,,moss
16,48,16/8/22,5N,3,5.8,pebbled cup lichen,Cladonia pyxidata,,lichen
17,49,16/8/22,1S,1,3.2,dwarf birch,Betula nana,,shrub
17,49,16/8/22,1S,1,3.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
17,49,16/8/22,1S,1,3.2,highland rush,Juncus trifidus,,grass
17,49,16/8/22,1S,1,3.2,lingonberry,Vaccinium vitis-idaea,,shrub
17,49,16/8/22,1S,1,3.2,arctic haircap moss,Polytrichum hyperboreum,in a mat ,moss
17,49,16/8/22,1S,1,3.2,reindeer lichen ,Cladonia rangiferina,,lichen
17,49,16/8/22,1S,1,3.2,crinkled snow lichen,Flavocetraria nivalis,"see photo, probably islandslav or similar",lichen
17,49,16/8/22,1S,1,3.2,broom forkmoss,Dicranum scoparium,quite yellow ,moss
17,49,16/8/22,1S,1,3.2,finger cup lichen,Cladonia digitata,,lichen
17,49,16/8/22,1S,1,3.2,toy soldiers cup lichen,Cladonia bellidiflora,like 1 trumpet  ,lichen
17,49,16/8/22,1S,1,3.2,snow lichen,Stereocaulon sp.,,lichen
17,50,16/8/22,1S,2,5.6,blueberry,Vaccinium myrtillus,,shrub
17,50,16/8/22,1S,2,5.6,lingonberry,Vaccinium vitis-idaea,,shrub
17,50,16/8/22,1S,2,5.6,hawkweed,Pilocella sp. ,,herb
17,50,16/8/22,1S,2,5.6,reindeer lichen ,Cladonia rangiferina,,lichen
17,50,16/8/22,1S,2,5.6,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
17,50,16/8/22,1S,2,5.6,finger cup lichen,Cladonia digitata,,lichen
17,50,16/8/22,1S,2,5.6,snow lichen,Stereocaulon sp.,,lichen
17,50,16/8/22,1S,2,5.6,purple mountain heather,Phyllodoce caerulea,,shrub
17,50,16/8/22,1S,2,5.6,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
17,50,16/8/22,1S,2,5.6,goldenrod,Solidago virgaurea ssp. lapponica,,herb
17,50,16/8/22,1S,2,5.6,wavy hair-grass,Deschampsia flexuosa,,grass
17,50,16/8/22,1S,2,5.6,broom forkmoss,Dicranum scoparium,,moss
17,50,16/8/22,1S,2,5.6,,Tritomaria quinquedentata,,moss
17,50,16/8/22,1S,2,5.6,ciliated fringewort,Ptilidium ciliare,"not super branched, but slightly hairy, see photos",moss
17,50,16/8/22,1S,2,5.6,arctic kidney lichen,Nephroma arcticum,,lichen
17,51,16/8/22,1S,3,9.6,snow lichen,Stereocaulon sp.,,lichen
17,51,16/8/22,1S,3,9.6,highland rush,Juncus trifidus,,grass
17,51,16/8/22,1S,3,9.6,blueberry,Vaccinium myrtillus,,shrub
17,51,16/8/22,1S,3,9.6,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
17,51,16/8/22,1S,3,9.6,goldenrod,Solidago virgaurea ssp. lapponica,,herb
17,51,16/8/22,1S,3,9.6,reindeer lichen ,Cladonia rangiferina,,lichen
17,51,16/8/22,1S,3,9.6,arctic kidney lichen,Nephroma arcticum,,lichen
17,51,16/8/22,1S,3,9.6,hawkweed,Pilocella sp. ,,herb
17,51,16/8/22,1S,3,9.6,lingonberry,Vaccinium vitis-idaea,,shrub
17,51,16/8/22,1S,3,9.6,,Tritomaria quinquedentata,everywhere,moss
17,51,16/8/22,1S,3,9.6,red-stemmed feathermoss,Pleurozium schreberi,"väggmossa, light, green/ brown leaves, red/ brown stem, see photo, could be 1 different sp. as one is more branched ",moss
17,51,16/8/22,1S,3,9.6,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
17,51,16/8/22,1S,3,9.6,broom forkmoss,Dicranum scoparium,see photo,moss
17,51,16/8/22,1S,3,9.6,wavy hair-grass,Deschampsia flexuosa,,grass
18,52,16/8/22,4S,1,3.7,lingonberry,Vaccinium vitis-idaea,,shrub
18,52,16/8/22,4S,1,3.7,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
18,52,16/8/22,4S,1,3.7,highland rush,Juncus trifidus,,grass
18,52,16/8/22,4S,1,3.7,Bigelow's sedge,Carex bigelowii,,grass
18,52,16/8/22,4S,1,3.7,dwarf birch,Betula nana,,shrub
18,52,16/8/22,4S,1,3.7,reindeer lichen ,Cladonia rangiferina,,lichen
18,52,16/8/22,4S,1,3.7,purple mountain heather,Phyllodoce caerulea,,shrub
18,52,16/8/22,4S,1,3.7,crinkled snow lichen,Flavocetraria nivalis,probably islandslav or similar,lichen
18,52,16/8/22,4S,1,3.7,finger cup lichen,Cladonia digitata,,lichen
18,52,16/8/22,4S,1,3.7,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
18,52,16/8/22,4S,1,3.7,broom forkmoss,Dicranum scoparium,,moss
18,52,16/8/22,4S,1,3.7,arctic haircap moss,Polytrichum hyperboreum,,moss
18,52,16/8/22,4S,1,3.7,snow lichen,Stereocaulon sp.,,lichen
18,53,16/8/22,4S,2,3.3,dwarf birch,Betula nana,,shrub
18,53,16/8/22,4S,2,3.3,lingonberry,Vaccinium vitis-idaea,,shrub
18,53,16/8/22,4S,2,3.3,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
18,53,16/8/22,4S,2,3.3,reindeer lichen ,Cladonia rangiferina,,lichen
18,53,16/8/22,4S,2,3.3,lesser sulphur cup lichen,Cladonia deformis,,lichen
18,53,16/8/22,4S,2,3.3,Bigelow's sedge,Carex bigelowii,,grass
18,53,16/8/22,4S,2,3.3,crinkled snow lichen,Flavocetraria nivalis,,lichen
18,53,16/8/22,4S,2,3.3,arctic saucer lichen,Ochrolechia frigida,"see photos. grey white, very small nodes with orange inside, possibly dibaeis baeomyces",lichen
18,53,16/8/22,4S,2,3.3,snow lichen,Stereocaulon sp.,,lichen
18,53,16/8/22,4S,2,3.3,common haircap moss,Polytrichum commune,,moss
18,53,16/8/22,4S,2,3.3,broom forkmoss,Dicranum scoparium,long,moss
18,53,16/8/22,4S,2,3.3,finger cup lichen,Cladonia digitata,,lichen
18,53,16/8/22,4S,2,3.3,arctic haircap moss,Polytrichum hyperboreum,,moss
18,53,16/8/22,4S,2,3.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
18,54,16/8/22,4S,3,0.6,lingonberry,Vaccinium vitis-idaea,,shrub
18,54,16/8/22,4S,3,0.6,highland rush,Juncus trifidus,,grass
18,54,16/8/22,4S,3,0.6,orange chocolate chip lichen,Solorina crocea,was saffranslav ,lichen
18,54,16/8/22,4S,3,0.6,arctic haircap moss,Polytrichum hyperboreum,,moss
18,54,16/8/22,4S,3,0.6,reindeer lichen ,Cladonia rangiferina,,lichen
18,54,16/8/22,4S,3,0.6,Bigelow's sedge,Carex bigelowii,,grass
18,54,16/8/22,4S,3,0.6,crinkled snow lichen,Flavocetraria nivalis,,lichen
18,54,16/8/22,4S,3,0.6,arctic saucer lichen,Ochrolechia frigida,"see photo, same as in plot 2, potentially the same as those with growths",lichen
18,54,16/8/22,4S,3,0.6,finger cup lichen,Cladonia digitata,,lichen
18,54,16/8/22,4S,3,0.6,snow lichen,Stereocaulon sp.,,lichen
18,54,16/8/22,4S,3,0.6,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
18,54,16/8/22,4S,3,0.6,candy lichen,Icmadophila ericetorum,"see photo, with pink-peach growth, possibly dibaeis baeomyces",lichen
19,55,16/8/22,5S,1,3.3,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
19,55,16/8/22,5S,1,3.3,common haircap moss,Polytrichum commune,,moss
19,55,16/8/22,5S,1,3.3,crowberry,Empetrum nigrum ssp. hermaphroditum,"also another one more dense but looks very similar, see photos",shrub
19,55,16/8/22,5S,1,3.3,Bigelow's sedge,Carex bigelowii,,grass
19,55,16/8/22,5S,1,3.3,dwarf willow,Salix herbacea,,shrub
19,55,16/8/22,5S,1,3.3,alpine azalea,Kalmia procumbens,,shrub
19,55,16/8/22,5S,1,3.3,highland rush,Juncus trifidus,,grass
19,55,16/8/22,5S,1,3.3,finger cup lichen,Cladonia digitata,,lichen
19,55,16/8/22,5S,1,3.3,toy soldiers cup lichen,Cladonia bellidiflora,"some larger bunches without trumpets, see photo ",lichen
19,55,16/8/22,5S,1,3.3,hawkweed,Pilocella sp. ,,herb
19,55,16/8/22,5S,1,3.3,arctic haircap moss,Polytrichum hyperboreum,,moss
19,56,16/8/22,5S,2,2.5,Bigelow's sedge,Carex bigelowii,,grass
19,56,16/8/22,5S,2,2.5,dwarf willow,Salix herbacea,,shrub
19,56,16/8/22,5S,2,2.5,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
19,56,16/8/22,5S,2,2.5,highland rush,Juncus trifidus,,grass
19,56,16/8/22,5S,2,2.5,arctic haircap moss,Polytrichum hyperboreum,,moss
19,56,16/8/22,5S,2,2.5,toy soldiers cup lichen,Cladonia bellidiflora,crusts everywhere,lichen
19,56,16/8/22,5S,2,2.5,finger cup lichen,Cladonia digitata,,lichen
19,56,16/8/22,5S,2,2.5,reindeer lichen ,Cladonia rangiferina,,lichen
19,56,16/8/22,5S,2,2.5,pebbled cup lichen,Cladonia pyxidata,,lichen
19,56,16/8/22,5S,2,2.5,tussock grass,Deschampsia cespitosa,tuffs,grass
19,56,16/8/22,5S,2,2.5,common haircap moss,Polytrichum commune,,moss
19,56,16/8/22,5S,2,2.5,hawkweed,Pilocella sp. ,,herb
19,56,16/8/22,5S,2,2.5,broom forkmoss,Dicranum scoparium,very short,moss
19,57,16/8/22,5S,3,1.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
19,57,16/8/22,5S,3,1.4,hawkweed,Pilocella sp. ,,herb
19,57,16/8/22,5S,3,1.4,dwarf willow,Salix herbacea,,shrub
19,57,16/8/22,5S,3,1.4,reindeer lichen ,Cladonia rangiferina,,lichen
19,57,16/8/22,5S,3,1.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
19,57,16/8/22,5S,3,1.4,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
19,57,16/8/22,5S,3,1.4,stiff clubmoss,Lycopodium annotinum,,herb
19,57,16/8/22,5S,3,1.4,finger cup lichen,Cladonia digitata,,lichen
19,57,16/8/22,5S,3,1.4,arctic haircap moss,Polytrichum hyperboreum,,moss
19,57,16/8/22,5S,3,1.4,moss bell heather,Harrimanella hypnoides,added in post ,shrub
19,57,16/8/22,5S,3,1.4,highland rush,Juncus trifidus,,grass
20,58,17/8/22,5N,1,2.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
20,58,17/8/22,5N,1,2.2,lingonberry,Vaccinium vitis-idaea,,shrub
20,58,17/8/22,5N,1,2.2,reindeer lichen ,Cladonia rangiferina,,lichen
20,58,17/8/22,5N,1,2.2,blueberry,Vaccinium myrtillus,,shrub
20,58,17/8/22,5N,1,2.2,snow lichen,Stereocaulon sp.,,lichen
20,58,17/8/22,5N,1,2.2,purple mountain heather,Phyllodoce caerulea,,shrub
20,58,17/8/22,5N,1,2.2,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
20,58,17/8/22,5N,1,2.2,finger cup lichen,Cladonia digitata,,lichen
20,58,17/8/22,5N,1,2.2,broom forkmoss,Dicranum scoparium,,moss
20,58,17/8/22,5N,1,2.2,highland rush,Juncus trifidus,some smal-bladigt grös could be this,grass
20,58,17/8/22,5N,1,2.2,arctic haircap moss,Polytrichum hyperboreum,,moss
20,58,17/8/22,5N,1,2.2,pebbled cup lichen,Cladonia pyxidata,big red nodes,lichen
20,59,17/8/22,5N,2,2.1,dwarf willow,Salix herbacea,,shrub
20,59,17/8/22,5N,2,2.1,purple mountain heather,Phyllodoce caerulea,,shrub
20,59,17/8/22,5N,2,2.1,reindeer lichen ,Cladonia rangiferina,,lichen
20,59,17/8/22,5N,2,2.1,blueberry,Vaccinium myrtillus,,shrub
20,59,17/8/22,5N,2,2.1,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
20,59,17/8/22,5N,2,2.1,finger cup lichen,Cladonia digitata,,lichen
20,59,17/8/22,5N,2,2.1,snow lichen,Stereocaulon sp.,,lichen
20,59,17/8/22,5N,2,2.1,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
20,59,17/8/22,5N,2,2.1,hawkweed,Pilocella sp. ,,herb
20,59,17/8/22,5N,2,2.1,moss bell heather,Harrimanella hypnoides,added in post ,shrub
20,59,17/8/22,5N,2,2.1,lingonberry,Vaccinium vitis-idaea,,shrub
20,59,17/8/22,5N,2,2.1,highland rush,Juncus trifidus,,grass
20,59,17/8/22,5N,2,2.1,bog bilberry,Vaccinium uliginosum,,shrub
20,59,17/8/22,5N,2,2.1,broom forkmoss,Dicranum scoparium,,moss
20,60,17/8/22,5N,3,1.9,hawkweed,Pilocella sp. ,,herb
20,60,17/8/22,5N,3,1.9,wavy hair-grass,Deschampsia flexuosa,,grass
20,60,17/8/22,5N,3,1.9,purple mountain heather,Phyllodoce caerulea,,shrub
20,60,17/8/22,5N,3,1.9,highland rush,Juncus trifidus,,grass
20,60,17/8/22,5N,3,1.9,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
20,60,17/8/22,5N,3,1.9,blueberry,Vaccinium myrtillus,,shrub
20,60,17/8/22,5N,3,1.9,arctic haircap moss,Polytrichum hyperboreum,,moss
20,60,17/8/22,5N,3,1.9,reindeer lichen ,Cladonia rangiferina,,lichen
20,60,17/8/22,5N,3,1.9,stiff clubmoss,Lycopodium annotinum,,herb
20,60,17/8/22,5N,3,1.9,moss bell heather,Harrimanella hypnoides,added in post ,shrub
20,60,17/8/22,5N,3,1.9,snow lichen,Stereocaulon sp.,,lichen
20,60,17/8/22,5N,3,1.9,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
20,60,17/8/22,5N,3,1.9,broom forkmoss,Dicranum scoparium,,moss
20,60,17/8/22,5N,3,1.9,,Tritomaria quinquedentata,or other similar,moss
20,60,17/8/22,5N,3,1.9,lingonberry,Vaccinium vitis-idaea,,shrub
20,60,17/8/22,5N,3,1.9,arctic starflower,Lysimachia europaea,,herb
20,60,17/8/22,5N,3,1.9,pebbled cup lichen,Cladonia pyxidata,,lichen
21,61,17/8/22,2N,1,1.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
21,61,17/8/22,2N,1,1.2,arctic haircap moss,Polytrichum hyperboreum,,moss
21,61,17/8/22,2N,1,1.2,reindeer lichen ,Cladonia rangiferina,,lichen
21,61,17/8/22,2N,1,1.2,lingonberry,Vaccinium vitis-idaea,,shrub
21,61,17/8/22,2N,1,1.2,crinkled snow lichen,Flavocetraria nivalis,,lichen
21,61,17/8/22,2N,1,1.2,highland rush,Juncus trifidus,,grass
21,61,17/8/22,2N,1,1.2,hawkweed,Pilocella sp. ,,herb
21,61,17/8/22,2N,1,1.2,finger cup lichen,Cladonia digitata,,lichen
21,61,17/8/22,2N,1,1.2,broom forkmoss,Dicranum scoparium,,moss
21,61,17/8/22,2N,1,1.2,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
21,61,17/8/22,2N,1,1.2,arctic starflower,Lysimachia europaea,,herb
21,61,17/8/22,2N,1,1.2,pebbled cup lichen,Cladonia pyxidata,,lichen
21,61,17/8/22,2N,1,1.2,arctic saucer lichen,Ochrolechia frigida,"bubbly, small spheres, orange inside closed nodes?",lichen
21,62,17/8/22,2N,2,2.2,Bigelow's sedge,Carex bigelowii,,grass
21,62,17/8/22,2N,2,2.2,blueberry,Vaccinium myrtillus,,shrub
21,62,17/8/22,2N,2,2.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
21,62,17/8/22,2N,2,2.2,broom forkmoss,Dicranum scoparium,,moss
21,62,17/8/22,2N,2,2.2,arctic haircap moss,Polytrichum hyperboreum,,moss
